smiles,smarts,mol_size,num_matches
CCC(C)(C)O,*-C-C(-*)-C(-C)(-C)-O,8,10748
CCC(C)(C)O,*-C-C-C(-C)(-C)-O,7,10404
CCC(C)(C)O,*-C-C(-C)(-O)-C(-*)-C,8,12736
CCC(C)(C)O,*-C-C-C(-C)(-O)-C-*,8,24193
CCCNCC,*-C-C-C-N(-*)-C-C,8,20583
CCCNCC,*-C-C-N(-*)-C-C-C,8,15446
CCCNCC,*-C(-C-C)-N-C-C,7,12528
CCCNCC,*-C-C-C-N-C-C,7,39802
CCCNCC,*-C(-C)-N-C-C-C,7,10214
CCCNCC,*-C(-*)-C-N-C-C-C,8,11409
CCCNCC,*-C-C-C-N-C-C-*,8,43989
CCCNCC,*-C-C-N-C-C-C,7,32437
CCCNCC,*-C-C-N-C-C(-*)-C,8,19994
CCCNCC,*-C-C-C-N-C(-*)-C,8,9845
CCC(C)N,*-N-C(-C)-C-C,6,16746
CCC(C)N,*-C-C(-N)-C-C,6,12344
CCC(C)N,*-C-C-C(-N)-C-*,7,15635
CCC(C)N,*-C-C-C(-C-*)-N-*,8,20692
CCC(C)N,*-C-C-C(-C)-N-*,7,17221
CCC(C)N,*-C-C(-*)-C(-C)-N-*,8,9675
CCC(C)N,*-C-C(-*)-C(-N)-C-*,8,10029
CCC(C)N,*-C-C-C(-C)-N,6,14044
ccccOC,*:c:c:c:c(:*)-O-C,8,21407
C1CCCC1,*-C1-C-C-C-C-1,6,9169
COCCO,*-C-O-C-C-O-*,7,10252
COCCO,*-C(-*)-O-C-C-O,7,14253
COCCO,*-C(-O)-C(-*)-O-C,7,13213
COCCO,*-C(-O)-C-O-C,6,14810
COCCO,*-C-O-C-C-O,6,31251
CCC(C)CC,*-C(-C)(-C-C)-C-C,7,47409
CCC(C)CC,*-C-C-C(-C-*)-C-C,8,240414
CCC(C)CC,*-C-C-C(-C)-C-C-*,8,221770
CC(C)NC=O,*-C-C(-C)-N-C(-*)=O,8,16463
CC(C)NC=O,*-C-C(-C)-N-C=O,7,16832
ccccN,*-N-c(:*):c:c:c:*,8,13840
ccccN,*:c:c:c:c(:*)-N,7,12867
CCCC(C)(C)O,*-C-C-C-C(-C)(-C)-O,8,9504
CC(O)C(C)O,*-C-C(-O)-C(-O)-C-*,8,34400
CCCCCCO,*-C(-O)-C-C-C-C-C,8,53876
CCCCCCO,*-O-C-C-C-C-C-C,8,27649
CCCCCCO,*-C-C-C-C-C-C-O,8,78270
CCCCOC,*-C-C-C(-*)-C-O-C,8,37117
CCCCOC,*-C-C-C-C-O-C,7,42958
CCCCOC,*-C-C(-*)-C-C-O-C,8,40850
CCCCOC,*-C-O-C-C-C-C,7,38668
CCCCOC,*-C(-C)-C-C(-*)-O-C,8,20382
CCCCOC,*-C-C-C-C(-*)-O-C,8,35176
CCCCCCCO,C-C-C-C-C-C-C-O,8,66075
CC(C)OC=O,*-C-C(-C)-O-C(-*)=O,8,10792
CNCCO,C-N-C-C-O,5,10713
CC(C)C=O,*-C-C(-C)-C(-*)=O,7,16299
CC(C)C=O,*-C-C(-C-*)-C(-*)=O,8,10229
CC(C)C(C)C,*=C-C(-C)-C(-C)-C,7,11583
CC=CCCC,*-C(-*)-C-C-C=C-C,8,11497
CC=CCCC,*-C(-C)-C-C=C-C,7,10813
CC=CCCC,*-C(-C)-C(-*)-C=C-C,8,9965
CC=CCCC,*-C-C=C-C-C-C,7,23036
CCNC(C)C,*-C-C(-C)-N-C-C,7,22073
CCNC(C)C,*-C-C-N-C(-C)-C-*,8,28734
CCNC(C)C,*-C-C-N-C(-C)-C,7,15865
CCCOC(C)=O,*-C-C-C-O-C(-C)=O,8,10970
C=C(C)CC,*-C-C(-*)-C(=C)-C,7,12145
C=C(C)CC,*-C-C(=C)-C(-*)-C-*,8,16342
C=C(C)CC,*-C=C(-C)-C-C-*,7,11917
C=C(C)CC,*-C-C-C(=C)-C,6,11375
CCCNC(C)=O,*-C-C(=O)-N-C-C-C,8,12620
NCCN,*-N-C-C-N,5,24606
NCCN,*-N-C-C-N(-*)-*,7,10573
NCCN,*-N-C-C-N-*,6,16609
CCOCC,*-C-C-O-C-C,6,60784
CCOCC,*-C-C-O-C-C-*,7,40135
CCOCC,*-C-C(-*)-O-C(-*)-C,8,29188
CCOCC,*-C-C-O-C(-*)-C,7,35213
CCOCC,*-C-C-O-C-C(-*)-*,8,27200
CCN(CC)CC,*-C-C-N(-C-C)-C-C,8,13082
CCCOC,*-C(-C)-C-O-C,6,24161
CCCOC,*-C-C-C-O-C,6,47852
CCCOC,*-C-C-C(-*)-O-C,7,42844
CCCOC,*-C(-C)-C(-*)-O-C,7,20286
CCCOC,*-C-C-C-O-C-*,7,63431
CCCOC,*-C-C(-*)-C-O-C,7,46209
CCCCCN,*-C-C-C-C-C-N-*,8,22055
CCCCCN,*-C-C-C-C-C-N,7,16475
CCCCCN,*-N-C-C-C-C-C,7,23042
CCCCC(C)=O,*-C-C-C-C-C(-C)=O,8,9367
CC(C)CCCO,*-C(-C-O)-C-C(-C)-C,8,21558
